Bucket,Dates,Values,Signal,Count,Local Extrema,Sell\Buy,Sell Local Min Count,Sell Local Max Count,Buy Local Min Count,Buy Local Max Count
32,"[Timestamp('2023-05-02 17:00:00'), Timestamp('2023-05-02 18:00:00'), Timestamp('2023-05-02 19:00:00'), Timestamp('2023-05-02 20:00:00'), Timestamp('2023-05-02 21:00:00'), Timestamp('2023-05-02 22:00:00'), Timestamp('2023-05-02 23:00:00'), Timestamp('2023-05-03 00:00:00'), Timestamp('2023-05-03 01:00:00'), Timestamp('2023-05-03 02:00:00'), Timestamp('2023-05-03 03:00:00'), Timestamp('2023-05-03 04:00:00'), Timestamp('2023-05-03 05:00:00'), Timestamp('2023-05-03 06:00:00'), Timestamp('2023-05-03 07:00:00')]","[0.004074, 0.003573, 0.003219, 0.000547, 0.000389, 0.000779, 0.001032, -0.003914, -0.00303, -0.001923, -0.001921, -0.003036, -0.003036, -0.003064, -0.003509]","['WB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB']",15,"['local_max', 'local_min']",Buy,0,0,1,1
33,"[Timestamp('2023-05-03 08:00:00'), Timestamp('2023-05-03 09:00:00'), Timestamp('2023-05-03 10:00:00'), Timestamp('2023-05-03 11:00:00'), Timestamp('2023-05-03 12:00:00'), Timestamp('2023-05-03 13:00:00'), Timestamp('2023-05-03 14:00:00'), Timestamp('2023-05-03 15:00:00'), Timestamp('2023-05-03 16:00:00'), Timestamp('2023-05-03 17:00:00'), Timestamp('2023-05-03 18:00:00'), Timestamp('2023-05-03 19:00:00'), Timestamp('2023-05-03 20:00:00'), Timestamp('2023-05-03 21:00:00'), Timestamp('2023-05-03 22:00:00'), Timestamp('2023-05-03 23:00:00'), Timestamp('2023-05-04 00:00:00'), Timestamp('2023-05-04 01:00:00'), Timestamp('2023-05-04 02:00:00'), Timestamp('2023-05-04 03:00:00'), Timestamp('2023-05-04 04:00:00'), Timestamp('2023-05-04 05:00:00'), Timestamp('2023-05-04 06:00:00'), Timestamp('2023-05-04 07:00:00')]","[0.00316, 0.003071, 0.003245, 0.004382, 0.007736, 0.008187, 0.008046, 0.008012, 0.002329, 0.00231, 0.002419, 0.002298, 0.003166, 0.003432, 0.003816, 0.003899, 0.012085, 0.012085, 0.012079, 0.012078, 0.012078, 0.012075, 0.012074, 0.012012]","['WS', 'WS', 'WS', 'MS', 'SS', 'SS', 'SS', 'SS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS']",24,"['local_max', 'local_min', 'local_max', 'local_min']",Sell,2,2,0,0
34,"[Timestamp('2023-05-04 08:00:00'), Timestamp('2023-05-04 09:00:00'), Timestamp('2023-05-04 10:00:00'), Timestamp('2023-05-04 11:00:00'), Timestamp('2023-05-04 12:00:00'), Timestamp('2023-05-04 13:00:00'), Timestamp('2023-05-04 14:00:00'), Timestamp('2023-05-04 15:00:00')]","[0.004471, 0.005659, 0.005889, 0.006584, 0.006698, 0.006576, 0.006171, 0.005747]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",8,"['local_max', 'local_min']",Buy,0,0,1,1
35,"[Timestamp('2023-05-04 16:00:00'), Timestamp('2023-05-04 17:00:00'), Timestamp('2023-05-04 18:00:00'), Timestamp('2023-05-04 19:00:00'), Timestamp('2023-05-04 20:00:00')]","[0.008519, 0.008159, 0.00816, 0.00823, 0.008292]","['WS', 'WS', 'WS', 'WS', 'WS']",5,['local_max'],Sell,0,1,0,0
36,"[Timestamp('2023-05-04 21:00:00'), Timestamp('2023-05-04 22:00:00'), Timestamp('2023-05-04 23:00:00'), Timestamp('2023-05-05 00:00:00'), Timestamp('2023-05-05 01:00:00'), Timestamp('2023-05-05 02:00:00'), Timestamp('2023-05-05 03:00:00'), Timestamp('2023-05-05 04:00:00'), Timestamp('2023-05-05 05:00:00'), Timestamp('2023-05-05 06:00:00'), Timestamp('2023-05-05 07:00:00'), Timestamp('2023-05-05 08:00:00'), Timestamp('2023-05-05 09:00:00'), Timestamp('2023-05-05 10:00:00'), Timestamp('2023-05-05 11:00:00'), Timestamp('2023-05-05 12:00:00'), Timestamp('2023-05-05 13:00:00'), Timestamp('2023-05-05 14:00:00'), Timestamp('2023-05-05 15:00:00')]","[0.008244, 0.008255, 0.008229, 0.004459, 0.004659, 0.005124, 0.005217, 0.002171, 0.001149, 0.001023, 0.000816, -0.000884, 0.000737, 0.000545, 0.000254, -0.000281, -0.000407, -0.000455, -0.000168]","['WB', 'WB', 'WB', 'SB', 'MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB']",19,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
37,"[Timestamp('2023-05-05 16:00:00'), Timestamp('2023-05-05 17:00:00'), Timestamp('2023-05-05 18:00:00'), Timestamp('2023-05-05 19:00:00'), Timestamp('2023-05-05 20:00:00'), Timestamp('2023-05-05 21:00:00'), Timestamp('2023-05-05 22:00:00'), Timestamp('2023-05-05 23:00:00')]","[0.005302, 0.005345, 0.005345, 0.005345, 0.004612, 0.004612, 0.004612, 0.004612]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'MS']",8,"['local_max', 'local_min']",Sell,1,1,0,0
38,"[Timestamp('2023-05-06 00:00:00'), Timestamp('2023-05-06 01:00:00'), Timestamp('2023-05-06 02:00:00'), Timestamp('2023-05-06 03:00:00'), Timestamp('2023-05-06 04:00:00'), Timestamp('2023-05-06 05:00:00'), Timestamp('2023-05-06 06:00:00'), Timestamp('2023-05-06 07:00:00'), Timestamp('2023-05-06 08:00:00'), Timestamp('2023-05-06 09:00:00'), Timestamp('2023-05-06 10:00:00'), Timestamp('2023-05-06 11:00:00'), Timestamp('2023-05-06 12:00:00'), Timestamp('2023-05-06 13:00:00'), Timestamp('2023-05-06 14:00:00'), Timestamp('2023-05-06 15:00:00'), Timestamp('2023-05-06 16:00:00'), Timestamp('2023-05-06 17:00:00'), Timestamp('2023-05-06 18:00:00'), Timestamp('2023-05-06 19:00:00'), Timestamp('2023-05-06 20:00:00'), Timestamp('2023-05-06 21:00:00'), Timestamp('2023-05-06 22:00:00'), Timestamp('2023-05-06 23:00:00'), Timestamp('2023-05-07 00:00:00'), Timestamp('2023-05-07 01:00:00'), Timestamp('2023-05-07 02:00:00'), Timestamp('2023-05-07 03:00:00'), Timestamp('2023-05-07 04:00:00'), Timestamp('2023-05-07 05:00:00'), Timestamp('2023-05-07 06:00:00'), Timestamp('2023-05-07 07:00:00')]","[-0.000962, -0.000118, -0.000118, -0.000124, -0.000485, -0.000485, -0.000485, -0.000485, -0.000271, -0.000183, -0.000183, -0.000173, 0.000271, 0.000271, 0.00027, 0.000267, -0.003642, -0.004661, -0.005014, -0.005469, -0.013303, -0.01365, -0.013121, -0.013013, -0.02184, -0.021615, -0.021709, -0.021372, -0.022549, -0.022535, -0.023111, -0.0236]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB']",32,"['local_max', 'local_min']",Buy,0,0,1,1
39,"[Timestamp('2023-05-07 08:00:00'), Timestamp('2023-05-07 09:00:00'), Timestamp('2023-05-07 10:00:00'), Timestamp('2023-05-07 11:00:00'), Timestamp('2023-05-07 12:00:00'), Timestamp('2023-05-07 13:00:00'), Timestamp('2023-05-07 14:00:00'), Timestamp('2023-05-07 15:00:00'), Timestamp('2023-05-07 16:00:00'), Timestamp('2023-05-07 17:00:00'), Timestamp('2023-05-07 18:00:00'), Timestamp('2023-05-07 19:00:00')]","[-0.007064, -0.00488, -0.003225, -0.002739, 0.001145, 0.000673, 0.000471, -8e-06, -0.010243, -0.009248, -0.00901, -0.008835]","['WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS']",12,['local_max'],Sell,0,1,0,0
40,"[Timestamp('2023-05-07 20:00:00'), Timestamp('2023-05-07 21:00:00'), Timestamp('2023-05-07 22:00:00'), Timestamp('2023-05-07 23:00:00')]","[-0.014288, -0.014264, -0.014895, -0.015363]","['WB', 'WB', 'WB', 'WB']",4,['local_min'],Buy,0,0,1,0
41,"[Timestamp('2023-05-08 00:00:00'), Timestamp('2023-05-08 01:00:00'), Timestamp('2023-05-08 02:00:00'), Timestamp('2023-05-08 03:00:00')]","[-0.008753, -0.009003, -0.00866, -0.008424]","['WS', 'WS', 'WS', 'WS']",4,['local_max'],Sell,0,1,0,0
42,"[Timestamp('2023-05-08 04:00:00'), Timestamp('2023-05-08 05:00:00'), Timestamp('2023-05-08 06:00:00'), Timestamp('2023-05-08 07:00:00'), Timestamp('2023-05-08 08:00:00'), Timestamp('2023-05-08 09:00:00'), Timestamp('2023-05-08 10:00:00'), Timestamp('2023-05-08 11:00:00'), Timestamp('2023-05-08 12:00:00')]","[-0.026908, -0.026143, -0.025772, -0.025785, -0.036553, -0.038056, -0.039076, -0.038413, -0.017561]","['SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'WB']",9,"['local_min', 'local_max', 'local_min']",Buy,0,0,2,1
43,"[Timestamp('2023-05-08 13:00:00'), Timestamp('2023-05-08 14:00:00'), Timestamp('2023-05-08 15:00:00'), Timestamp('2023-05-08 16:00:00'), Timestamp('2023-05-08 17:00:00'), Timestamp('2023-05-08 18:00:00'), Timestamp('2023-05-08 19:00:00'), Timestamp('2023-05-08 20:00:00'), Timestamp('2023-05-08 21:00:00'), Timestamp('2023-05-08 22:00:00'), Timestamp('2023-05-08 23:00:00'), Timestamp('2023-05-09 00:00:00'), Timestamp('2023-05-09 01:00:00'), Timestamp('2023-05-09 02:00:00'), Timestamp('2023-05-09 03:00:00'), Timestamp('2023-05-09 04:00:00'), Timestamp('2023-05-09 05:00:00'), Timestamp('2023-05-09 06:00:00'), Timestamp('2023-05-09 07:00:00'), Timestamp('2023-05-09 08:00:00'), Timestamp('2023-05-09 09:00:00'), Timestamp('2023-05-09 10:00:00'), Timestamp('2023-05-09 11:00:00')]","[-0.016572, -0.015958, -0.015315, -0.007784, -0.007606, -0.007378, -0.007173, -0.006254, -0.006391, -0.006654, -0.007105, -0.01374, -0.012244, -0.011925, -0.012342, -0.011878, -0.01176, -0.011304, -0.010743, -0.007042, -0.005721, -0.005117, -0.005662]","['WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS']",23,"['local_max', 'local_min', 'local_max', 'local_min']",Sell,2,2,0,0
44,"[Timestamp('2023-05-09 12:00:00'), Timestamp('2023-05-09 13:00:00'), Timestamp('2023-05-09 14:00:00'), Timestamp('2023-05-09 15:00:00'), Timestamp('2023-05-09 16:00:00'), Timestamp('2023-05-09 17:00:00'), Timestamp('2023-05-09 18:00:00'), Timestamp('2023-05-09 19:00:00')]","[-0.018662, -0.019254, -0.019757, -0.019895, -0.020309, -0.018798, -0.018532, -0.018304]","['SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB']",8,"['local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Buy,0,0,2,3
45,"[Timestamp('2023-05-09 20:00:00'), Timestamp('2023-05-09 21:00:00'), Timestamp('2023-05-09 22:00:00'), Timestamp('2023-05-09 23:00:00'), Timestamp('2023-05-10 00:00:00'), Timestamp('2023-05-10 01:00:00'), Timestamp('2023-05-10 02:00:00'), Timestamp('2023-05-10 03:00:00'), Timestamp('2023-05-10 04:00:00'), Timestamp('2023-05-10 05:00:00'), Timestamp('2023-05-10 06:00:00'), Timestamp('2023-05-10 07:00:00'), Timestamp('2023-05-10 08:00:00'), Timestamp('2023-05-10 09:00:00'), Timestamp('2023-05-10 10:00:00'), Timestamp('2023-05-10 11:00:00'), Timestamp('2023-05-10 12:00:00'), Timestamp('2023-05-10 13:00:00'), Timestamp('2023-05-10 14:00:00'), Timestamp('2023-05-10 15:00:00'), Timestamp('2023-05-10 16:00:00'), Timestamp('2023-05-10 17:00:00')]","[0.004904, 0.004633, 0.004584, 0.004384, 0.002147, 0.003539, 0.003149, 0.003205, 0.001589, 0.001625, 0.0019, 0.002479, 0.003133, 0.003192, 0.003151, 0.003215, 0.004329, 0.004174, 0.004222, 0.004222, 0.003614, 0.002261]","['SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS']",22,"['local_min', 'local_max', 'local_min', 'local_max']",Sell,2,2,0,0
46,"[Timestamp('2023-05-10 18:00:00'), Timestamp('2023-05-10 19:00:00'), Timestamp('2023-05-10 20:00:00'), Timestamp('2023-05-10 21:00:00'), Timestamp('2023-05-10 22:00:00'), Timestamp('2023-05-10 23:00:00'), Timestamp('2023-05-11 00:00:00'), Timestamp('2023-05-11 01:00:00'), Timestamp('2023-05-11 02:00:00'), Timestamp('2023-05-11 03:00:00'), Timestamp('2023-05-11 04:00:00'), Timestamp('2023-05-11 05:00:00'), Timestamp('2023-05-11 06:00:00'), Timestamp('2023-05-11 07:00:00')]","[0.001202, 0.002065, -3.7e-05, 0.000161, 8.9e-05, -7.9e-05, -0.007284, -0.007262, -0.006633, -0.006103, -0.006691, -0.005926, -0.005446, -0.005169]","['WB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB']",14,"['local_min', 'local_max', 'local_min', 'local_max']",Buy,0,0,2,2
47,"[Timestamp('2023-05-11 08:00:00'), Timestamp('2023-05-11 09:00:00'), Timestamp('2023-05-11 10:00:00'), Timestamp('2023-05-11 11:00:00'), Timestamp('2023-05-11 12:00:00'), Timestamp('2023-05-11 13:00:00'), Timestamp('2023-05-11 14:00:00'), Timestamp('2023-05-11 15:00:00')]","[0.003256, 0.003947, 0.004396, 0.004034, 0.006127, 0.005686, 0.005709, 0.005807]","['MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS']",8,[],Sell,0,0,0,0
48,"[Timestamp('2023-05-11 16:00:00'), Timestamp('2023-05-11 17:00:00'), Timestamp('2023-05-11 18:00:00'), Timestamp('2023-05-11 19:00:00'), Timestamp('2023-05-11 20:00:00')]","[-0.000818, -0.000788, -0.001325, -0.001584, -0.000839]","['WB', 'WB', 'WB', 'WB', 'WB']",5,['local_min'],Buy,0,0,1,0
49,"[Timestamp('2023-05-11 21:00:00'), Timestamp('2023-05-11 22:00:00')]","[-0.000241, -0.000473]","['WS', 'WS']",2,[],Sell,0,0,0,0
50,[Timestamp('2023-05-11 23:00:00')],[-0.000867],['WB'],1,[],Buy,0,0,0,0
51,"[Timestamp('2023-05-12 00:00:00'), Timestamp('2023-05-12 01:00:00'), Timestamp('2023-05-12 02:00:00'), Timestamp('2023-05-12 03:00:00'), Timestamp('2023-05-12 04:00:00'), Timestamp('2023-05-12 05:00:00'), Timestamp('2023-05-12 06:00:00'), Timestamp('2023-05-12 07:00:00')]","[0.006341, 0.006268, 0.005982, 0.005931, 0.004139, 0.004385, 0.003873, 0.003428]","['MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS']",8,"['local_max', 'local_min']",Sell,1,1,0,0
52,"[Timestamp('2023-05-12 08:00:00'), Timestamp('2023-05-12 09:00:00'), Timestamp('2023-05-12 10:00:00'), Timestamp('2023-05-12 11:00:00'), Timestamp('2023-05-12 12:00:00'), Timestamp('2023-05-12 13:00:00'), Timestamp('2023-05-12 14:00:00'), Timestamp('2023-05-12 15:00:00')]","[-0.001137, -0.000929, -0.000987, -0.001196, 0.000674, -6.7e-05, -0.001208, -0.001272]","['MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'MB', 'MB']",8,['local_max'],Buy,0,0,0,1
53,"[Timestamp('2023-05-12 16:00:00'), Timestamp('2023-05-12 17:00:00'), Timestamp('2023-05-12 18:00:00'), Timestamp('2023-05-12 19:00:00'), Timestamp('2023-05-12 20:00:00'), Timestamp('2023-05-12 21:00:00'), Timestamp('2023-05-12 22:00:00'), Timestamp('2023-05-12 23:00:00')]","[0.004109, 0.004984, 0.004841, 0.005252, 0.006369, 0.006074, 0.005389, 0.004585]","['MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS']",8,['local_min'],Sell,1,0,0,0
54,"[Timestamp('2023-05-13 00:00:00'), Timestamp('2023-05-13 01:00:00'), Timestamp('2023-05-13 02:00:00'), Timestamp('2023-05-13 03:00:00'), Timestamp('2023-05-13 04:00:00'), Timestamp('2023-05-13 05:00:00'), Timestamp('2023-05-13 06:00:00'), Timestamp('2023-05-13 07:00:00')]","[0.001093, 0.001313, 0.000559, 0.000333, -0.002333, -0.002253, -0.001825, -0.001031]","['WB', 'WB', 'WB', 'MB', 'SB', 'MB', 'MB', 'MB']",8,[],Buy,0,0,0,0
55,[Timestamp('2023-05-13 08:00:00')],[0.002579],['WS'],1,[],Sell,0,0,0,0
56,"[Timestamp('2023-05-13 09:00:00'), Timestamp('2023-05-13 10:00:00'), Timestamp('2023-05-13 11:00:00'), Timestamp('2023-05-13 12:00:00'), Timestamp('2023-05-13 13:00:00'), Timestamp('2023-05-13 14:00:00'), Timestamp('2023-05-13 15:00:00')]","[0.000929, 7.7e-05, -0.000107, 0.000401, 0.000284, 0.000305, 0.000713]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",7,[],Buy,0,0,0,0
57,"[Timestamp('2023-05-13 16:00:00'), Timestamp('2023-05-13 17:00:00'), Timestamp('2023-05-13 18:00:00'), Timestamp('2023-05-13 19:00:00'), Timestamp('2023-05-13 20:00:00'), Timestamp('2023-05-13 21:00:00'), Timestamp('2023-05-13 22:00:00'), Timestamp('2023-05-13 23:00:00'), Timestamp('2023-05-14 00:00:00'), Timestamp('2023-05-14 01:00:00'), Timestamp('2023-05-14 02:00:00'), Timestamp('2023-05-14 03:00:00')]","[0.002903, 0.003079, 0.003708, 0.003501, 0.005032, 0.005389, 0.005026, 0.004426, 0.005148, 0.004596, 0.004712, 0.004498]","['WS', 'WS', 'MS', 'MS', 'MS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS']",12,"['local_max', 'local_min']",Sell,1,1,0,0
58,"[Timestamp('2023-05-14 04:00:00'), Timestamp('2023-05-14 05:00:00'), Timestamp('2023-05-14 06:00:00'), Timestamp('2023-05-14 07:00:00'), Timestamp('2023-05-14 08:00:00'), Timestamp('2023-05-14 09:00:00'), Timestamp('2023-05-14 10:00:00'), Timestamp('2023-05-14 11:00:00'), Timestamp('2023-05-14 12:00:00'), Timestamp('2023-05-14 13:00:00'), Timestamp('2023-05-14 14:00:00'), Timestamp('2023-05-14 15:00:00')]","[-0.000343, -0.000361, -0.000621, -0.000981, -0.009802, -0.010624, -0.008835, -0.007383, -0.008561, -0.007745, -0.007564, -0.007456]","['MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB']",12,['local_max'],Buy,0,0,0,1
59,"[Timestamp('2023-05-14 16:00:00'), Timestamp('2023-05-14 17:00:00'), Timestamp('2023-05-14 18:00:00'), Timestamp('2023-05-14 19:00:00'), Timestamp('2023-05-14 20:00:00'), Timestamp('2023-05-14 21:00:00'), Timestamp('2023-05-14 22:00:00'), Timestamp('2023-05-14 23:00:00')]","[0.00154, 0.001037, 0.000677, 0.001079, 0.005024, 0.005326, 0.005461, 0.005336]","['WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS']",8,[],Sell,0,0,0,0
60,"[Timestamp('2023-05-15 00:00:00'), Timestamp('2023-05-15 01:00:00'), Timestamp('2023-05-15 02:00:00'), Timestamp('2023-05-15 03:00:00'), Timestamp('2023-05-15 04:00:00'), Timestamp('2023-05-15 05:00:00'), Timestamp('2023-05-15 06:00:00'), Timestamp('2023-05-15 07:00:00')]","[-0.003098, -0.002085, -0.002618, -0.003715, -0.004097, -0.004529, -0.004812, -0.004809]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",8,"['local_min', 'local_max']",Buy,0,0,1,1
61,"[Timestamp('2023-05-15 08:00:00'), Timestamp('2023-05-15 09:00:00'), Timestamp('2023-05-15 10:00:00'), Timestamp('2023-05-15 11:00:00'), Timestamp('2023-05-15 12:00:00'), Timestamp('2023-05-15 13:00:00'), Timestamp('2023-05-15 14:00:00'), Timestamp('2023-05-15 15:00:00')]","[0.002788, 0.002658, 0.002948, 0.003429, 0.005687, 0.006493, 0.006792, 0.006751]","['MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS']",8,['local_min'],Sell,1,0,0,0
62,"[Timestamp('2023-05-15 16:00:00'), Timestamp('2023-05-15 17:00:00'), Timestamp('2023-05-15 18:00:00'), Timestamp('2023-05-15 19:00:00')]","[-0.003185, -0.002151, -0.001237, -0.001179]","['MB', 'MB', 'WB', 'WB']",4,['local_max'],Buy,0,0,0,1
63,"[Timestamp('2023-05-15 20:00:00'), Timestamp('2023-05-15 21:00:00'), Timestamp('2023-05-15 22:00:00'), Timestamp('2023-05-15 23:00:00'), Timestamp('2023-05-16 00:00:00'), Timestamp('2023-05-16 01:00:00'), Timestamp('2023-05-16 02:00:00'), Timestamp('2023-05-16 03:00:00'), Timestamp('2023-05-16 04:00:00'), Timestamp('2023-05-16 05:00:00'), Timestamp('2023-05-16 06:00:00'), Timestamp('2023-05-16 07:00:00')]","[0.000977, 0.001692, 0.002152, 0.002491, 0.011823, 0.011591, 0.011415, 0.011111, 0.010565, 0.010384, 0.010292, 0.010308]","['WS', 'WS', 'WS', 'WS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS']",12,"['local_min', 'local_max']",Sell,1,1,0,0
64,"[Timestamp('2023-05-16 08:00:00'), Timestamp('2023-05-16 09:00:00'), Timestamp('2023-05-16 10:00:00'), Timestamp('2023-05-16 11:00:00'), Timestamp('2023-05-16 12:00:00'), Timestamp('2023-05-16 13:00:00'), Timestamp('2023-05-16 14:00:00'), Timestamp('2023-05-16 15:00:00')]","[-0.001857, -0.003265, -0.002938, -0.00177, -0.004009, -0.003919, -0.00378, -0.003563]","['MB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB']",8,[],Buy,0,0,0,0
65,"[Timestamp('2023-05-16 16:00:00'), Timestamp('2023-05-16 17:00:00'), Timestamp('2023-05-16 18:00:00'), Timestamp('2023-05-16 19:00:00'), Timestamp('2023-05-16 20:00:00'), Timestamp('2023-05-16 21:00:00'), Timestamp('2023-05-16 22:00:00'), Timestamp('2023-05-16 23:00:00')]","[0.008849, 0.009131, 0.00939, 0.009409, 0.012916, 0.012887, 0.012786, 0.012731]","['MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS']",8,['local_min'],Sell,1,0,0,0
66,"[Timestamp('2023-05-17 00:00:00'), Timestamp('2023-05-17 01:00:00'), Timestamp('2023-05-17 02:00:00'), Timestamp('2023-05-17 03:00:00'), Timestamp('2023-05-17 04:00:00'), Timestamp('2023-05-17 05:00:00'), Timestamp('2023-05-17 06:00:00'), Timestamp('2023-05-17 07:00:00')]","[0.004058, 0.004232, 0.004213, 0.004179, 0.003151, 0.003116, 0.00296, 0.002758]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",8,['local_max'],Buy,0,0,0,1
67,"[Timestamp('2023-05-17 08:00:00'), Timestamp('2023-05-17 09:00:00'), Timestamp('2023-05-17 10:00:00'), Timestamp('2023-05-17 11:00:00'), Timestamp('2023-05-17 12:00:00'), Timestamp('2023-05-17 13:00:00'), Timestamp('2023-05-17 14:00:00')]","[0.005124, 0.004932, 0.005337, 0.005702, 0.007089, 0.007152, 0.006892]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",7,['local_min'],Sell,1,0,0,0
68,"[Timestamp('2023-05-17 15:00:00'), Timestamp('2023-05-17 16:00:00'), Timestamp('2023-05-17 17:00:00')]","[0.006577, 0.006703, 0.006652]","['WB', 'WB', 'WB']",3,[],Buy,0,0,0,0
69,"[Timestamp('2023-05-17 18:00:00'), Timestamp('2023-05-17 19:00:00'), Timestamp('2023-05-17 20:00:00'), Timestamp('2023-05-17 21:00:00'), Timestamp('2023-05-17 22:00:00'), Timestamp('2023-05-17 23:00:00'), Timestamp('2023-05-18 00:00:00'), Timestamp('2023-05-18 01:00:00'), Timestamp('2023-05-18 02:00:00'), Timestamp('2023-05-18 03:00:00')]","[0.006686, 0.006939, 0.007463, 0.007849, 0.00802, 0.008031, 0.009143, 0.009388, 0.008713, 0.008126]","['WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'SS', 'SS', 'MS', 'MS']",10,['local_max'],Sell,0,1,0,0
70,"[Timestamp('2023-05-18 04:00:00'), Timestamp('2023-05-18 05:00:00'), Timestamp('2023-05-18 06:00:00'), Timestamp('2023-05-18 07:00:00'), Timestamp('2023-05-18 08:00:00'), Timestamp('2023-05-18 09:00:00'), Timestamp('2023-05-18 10:00:00'), Timestamp('2023-05-18 11:00:00'), Timestamp('2023-05-18 12:00:00'), Timestamp('2023-05-18 13:00:00'), Timestamp('2023-05-18 14:00:00'), Timestamp('2023-05-18 15:00:00')]","[0.00521, 0.00427, 0.004134, 0.00482, 0.001425, 0.000881, -0.0004, -0.000533, 0.000476, 0.000527, 0.001289, 0.001724]","['MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB']",12,"['local_min', 'local_max']",Buy,0,0,1,1
71,"[Timestamp('2023-05-18 16:00:00'), Timestamp('2023-05-18 17:00:00'), Timestamp('2023-05-18 18:00:00'), Timestamp('2023-05-18 19:00:00'), Timestamp('2023-05-18 20:00:00'), Timestamp('2023-05-18 21:00:00'), Timestamp('2023-05-18 22:00:00'), Timestamp('2023-05-18 23:00:00')]","[0.006276, 0.006229, 0.00584, 0.005421, 0.005434, 0.0052, 0.005214, 0.005406]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']",8,['local_min'],Sell,1,0,0,0
72,"[Timestamp('2023-05-19 00:00:00'), Timestamp('2023-05-19 01:00:00'), Timestamp('2023-05-19 02:00:00'), Timestamp('2023-05-19 03:00:00'), Timestamp('2023-05-19 04:00:00'), Timestamp('2023-05-19 05:00:00'), Timestamp('2023-05-19 06:00:00'), Timestamp('2023-05-19 07:00:00')]","[0.00127, 0.001373, 0.001489, 0.001667, 0.00277, 0.002795, 0.002752, 0.002491]","['MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB']",8,[],Buy,0,0,0,0
73,"[Timestamp('2023-05-19 08:00:00'), Timestamp('2023-05-19 09:00:00'), Timestamp('2023-05-19 10:00:00'), Timestamp('2023-05-19 11:00:00'), Timestamp('2023-05-19 12:00:00'), Timestamp('2023-05-19 13:00:00'), Timestamp('2023-05-19 14:00:00'), Timestamp('2023-05-19 15:00:00')]","[0.008441, 0.008137, 0.007928, 0.007923, 0.007374, 0.007427, 0.007568, 0.007744]","['SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS']",8,[],Sell,0,0,0,0
